Station_ID,Site_Name,Date ,Time,Time_Zone,Sample_Type,Temperature_Water,Specific_Conductance,pH,Nitrate_plus_nitrite,RC_Organic_Carbon,Organic_Carbon,RC_Calcium_wf,Calcium_wf,RC_Magnesium_wf,Magnesium_wf,RC_Sodium_wf,Sodium_wf,RC_Potassium_wf,Potassium_wf,Chloride_wf,RC_Sulfate_wf,Sulfate_wf,RC_Fluoride_wf,Fluoride_wf,RC_Silica_wf,Silica_wf,RC_Arsenic_wf,Arsenic_wf,RC_Arsenic_wu,Arsenic_wu,RC_Cadmium_wf,Cadmium_wf,RC_Cadmium_wu,Cadmium_wu,RC_Copper_wf,Copper_wf,RC_Copper_wu,Copper_wu,RC_Iron_wu,Iron_wu,RC_Iron_wf,Iron_wf,RC_Lead_wf,Lead_wf,RC_Lead_wu,Lead_wu,RC_Manganese_wu,Manganese_wu,RC_Manganese_wf,Manganese_wf,RC_Zinc_wf,Zinc_wf,RC_Zinc_wu,Zinc_wu,RC_Alkalinity_lab,Alkalinity_lab,RC_Turbidity_lab,Turbidity_lab,Suspended_Sediment_percent_finer_than_0.0625_mm,RC_Suspended_Sediment_Concentration,Suspended_Sediment_Concentration
12323710,"Willow Creek near Anaconda, MT",6/7/2021,13:47,MDT,Laboratory Spike,9.4,83,7.78,NA,NA,NA,NA,59.8,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,20.2,NA,0.29,NA,0.32,NA,6.38,NA,8.86,NA,331,NA,199,NA,0.71,NA,1.18,NA,71.1,NA,62.8,NA,12.1,NA,14.7,NA,NA,NA,NA,NA,NA,NA
12323710,"Willow Creek near Anaconda, MT",7/12/2021,13:30,MDT,Environmental,14,103,7.94,NA,NA,3.12,NA,13.3,NA,1.37,NA,5.93,NA,0.77,0.27,NA,4.82,NA,0.08,NA,24.6,NA,24.3,NA,25.3,<,0.03,NA,0.04,NA,1.94,NA,2.62,NA,165,NA,80.5,NA,0.19,NA,0.38,NA,11.3,NA,6,<,2,<,2,NA,47.8,<,2,87,NA,2
12323710,"Willow Creek near Anaconda, MT",8/16/2021,13:00,MDT,Environmental,18.1,115,7.89,NA,NA,NA,NA,14.8,NA,1.74,NA,6.73,NA,1.21,0.54,NA,4.27,NA,0.09,NA,26.4,NA,35.8,NA,38.4,<,0.03,NA,0.06,NA,2.42,NA,3.22,NA,280,NA,150,NA,0.35,NA,0.59,NA,19.2,NA,9.91,<,2,<,2,NA,54.4,NA,NA,NA,NA,NA
12323720,"Willow Creek at Opportunity, MT",10/13/2020,12:45,MDT,Environmental,7.4,295,8.17,NA,NA,1.8,NA,35.5,NA,7.9,NA,9.85,NA,1.36,2.52,NA,23.2,NA,0.39,NA,21.3,NA,12.7,NA,12.2,<,0.03,<,0.03,NA,1.24,NA,1.92,NA,55.7,NA,12.6,NA,0.06,NA,0.38,NA,13.9,NA,11.3,<,2,NA,2.22,NA,118,<,2,93,NA,1
12323720,"Willow Creek at Opportunity, MT",10/13/2020,12:47,MDT,Laboratory Spike,7.4,295,8.17,NA,NA,NA,NA,82.5,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,13.9,NA,0.28,NA,0.28,NA,6.25,NA,7.11,NA,148,NA,105,NA,0.57,NA,0.85,NA,65.9,NA,62,NA,11.6,NA,12.7,NA,NA,NA,NA,NA,NA,NA
12323720,"Willow Creek at Opportunity, MT",3/22/2021,12:50,MDT,Environmental,4.4,312,8.14,NA,NA,3.11,NA,40,NA,10,NA,12.5,NA,1.9,3.87,NA,33.4,NA,0.38,NA,22.9,NA,20.7,NA,22.6,<,0.03,NA,0.04,NA,3.35,NA,5.17,NA,225,NA,121,NA,0.2,NA,0.58,NA,107,NA,99.5,NA,4.19,NA,6.02,NA,125,E,5.04,90,NA,2
12323720,"Willow Creek at Opportunity, MT",4/12/2021,12:15,MDT,Environmental,3.2,274,7.99,NA,NA,2.51,NA,35.1,NA,7.66,NA,11.3,NA,1.41,3.02,NA,28.9,NA,0.3,NA,23.5,NA,13.6,NA,14.4,NA,0.03,NA,0.04,NA,1.7,NA,3.08,NA,186,NA,43.3,NA,0.1,NA,0.6,NA,75.4,NA,68.3,NA,2.89,NA,4.38,NA,110,E,2.13,91,NA,3
12323720,"Willow Creek at Opportunity, MT",5/4/2021,12:50,MDT,Environmental,9,199,8.04,NA,NA,4.52,NA,25.1,NA,4.98,NA,8.84,NA,1.4,2.11,NA,19.6,NA,0.22,NA,23.3,NA,21.3,NA,22.9,<,0.03,NA,0.07,NA,3.32,NA,6.37,NA,368,NA,64.9,NA,0.19,NA,1.27,NA,80.9,NA,53.4,NA,2.28,NA,6.29,NA,79.1,E,5.98,99,NA,7
12323720,"Willow Creek at Opportunity, MT",5/17/2021,12:30,MDT,Environmental,14.5,213,8.06,NA,NA,3.84,NA,26.9,NA,5.63,NA,8.77,NA,1.33,2.12,NA,19.7,NA,0.27,NA,22.7,NA,22.5,NA,23.1,<,0.03,NA,0.05,NA,2.79,NA,5.14,NA,265,NA,57,NA,0.19,NA,1.13,NA,81.5,NA,59.1,<,2,NA,5.21,NA,87.6,E,3.88,94,NA,5
12323720,"Willow Creek at Opportunity, MT",6/7/2021,12:15,MDT,Environmental,11.8,201,8.03,NA,NA,5.03,NA,25,NA,5.48,NA,7.7,NA,1.37,1.27,<,0.02,NA,0.31,NA,22.7,NA,41.6,NA,43.7,NA,0.04,NA,0.07,NA,4.1,NA,7.12,NA,268,NA,91.5,NA,0.34,NA,1.51,NA,63,NA,42.9,NA,3.06,NA,6.9,NA,93,E,4.25,95,NA,7
12323720,"Willow Creek at Opportunity, MT",7/12/2021,12:15,MDT,Environmental,17,269,8.46,NA,NA,1.99,NA,34.7,NA,7.31,NA,8.83,NA,1.14,1.93,NA,20.2,NA,0.46,NA,21.1,NA,23.3,NA,24.3,<,0.03,<,0.03,NA,1.9,NA,2.93,NA,100,NA,17.9,NA,0.13,NA,0.55,NA,22.4,NA,14.7,<,2,<,2,NA,121,<,2,95,NA,1
12323720,"Willow Creek at Opportunity, MT",8/16/2021,12:15,MDT,Environmental,17.5,273,8.55,NA,NA,NA,NA,36,NA,8.31,NA,9.1,NA,1.27,2.02,NA,20.5,NA,0.46,NA,20,NA,14.5,NA,15.3,<,0.03,<,0.03,NA,1.32,NA,2.41,NA,106,NA,15.4,NA,0.08,NA,0.53,NA,25.7,NA,14.9,<,2,NA,2.24,NA,123,<,2,NA,NA,NA
12323750,"Silver Bow Creek at Warm Springs, MT",10/14/2020,11:45,MDT,Environmental,6,653,8.07,NA,NA,3.6,NA,83,NA,14.9,NA,25.3,NA,5.53,19.5,NA,217,NA,0.88,NA,10.2,NA,10,NA,12,NA,0.16,NA,0.19,NA,1.3,NA,4.52,NA,227,NA,24.4,NA,0.05,NA,0.79,NA,124,NA,84.1,NA,7.06,NA,14,NA,84.5,E,2.01,91,NA,2
12323750,"Silver Bow Creek at Warm Springs, MT",3/23/2021,10:50,MDT,Environmental,3,732,8.33,NA,NA,2.71,NA,104,NA,15,NA,29.5,NA,6.76,27.6,NA,245,NA,0.98,NA,13.2,NA,7.98,NA,10.2,NA,0.3,NA,0.27,NA,3.02,NA,6.47,NA,134,NA,15.3,NA,0.04,NA,0.52,NA,149,NA,132,NA,11.5,NA,21.1,NA,97.4,<,2,74,NA,2
12323750,"Silver Bow Creek at Warm Springs, MT",4/13/2021,11:45,MDT,Environmental,3.4,769,8.06,NA,NA,2.92,NA,111,NA,13.9,NA,29,NA,7.24,26,NA,250,NA,0.96,NA,12.2,NA,6.42,NA,8.78,NA,0.44,NA,0.41,NA,1.29,NA,12.3,NA,394,NA,12.9,NA,0.05,NA,2.3,NA,321,NA,218,NA,4.92,NA,30.5,NA,96.6,E,4.53,98,NA,6
12323750,"Silver Bow Creek at Warm Springs, MT",5/5/2021,11:00,MDT,Environmental,10,704,8.25,NA,NA,3.36,NA,104,NA,12.9,NA,26.3,NA,6.71,20.8,NA,246,NA,0.92,NA,13.6,NA,10.3,NA,13.2,NA,0.33,NA,0.23,NA,1.65,NA,5.26,NA,280,NA,13.1,NA,0.04,NA,1.08,NA,326,NA,241,NA,3.31,NA,11.2,NA,95.5,E,3.08,98,NA,4
12323750,"Silver Bow Creek at Warm Springs, MT",5/18/2021,12:30,MDT,Environmental,14.9,638,8.48,NA,NA,3.38,NA,93.5,NA,12.1,NA,24.6,NA,6.35,18.6,NA,224,NA,0.81,NA,13.2,NA,12.8,NA,14.3,NA,0.26,NA,0.17,NA,2.19,NA,4.56,NA,204,NA,25.8,NA,0.08,NA,0.82,NA,167,NA,131,NA,2.3,NA,6.11,NA,79.5,E,2.36,91,NA,5
12323750,"Silver Bow Creek at Warm Springs, MT",6/8/2021,11:00,MDT,Environmental,10.4,447,8.62,NA,NA,3.64,NA,56.5,NA,8.27,NA,16.1,NA,3.89,11.8,NA,150,NA,0.63,NA,13.6,NA,17.3,NA,18.7,NA,0.19,NA,0.15,NA,2.81,NA,5.9,NA,261,NA,29.2,NA,0.08,NA,1.05,NA,124,NA,90.9,<,2,NA,6.2,NA,57.7,E,3.03,86,NA,8
12323750,"Silver Bow Creek at Warm Springs, MT",7/13/2021,10:45,MDT,Environmental,16,712,8.89,NA,NA,3.57,NA,98,NA,16.1,NA,27.8,NA,5.74,19.6,NA,258,NA,0.94,NA,13.4,NA,18.6,NA,20.4,NA,0.15,NA,0.15,NA,2.01,NA,2.34,NA,94.9,NA,18.2,NA,0.04,NA,0.22,NA,132,NA,84.6,<,2,NA,2.46,NA,83.4,<,2,74,NA,1
12323750,"Silver Bow Creek at Warm Springs, MT",7/13/2021,10:50,MDT,Field Replicate,16,712,8.89,NA,NA,3.49,NA,104,NA,17,NA,29,NA,6.09,19.7,NA,260,NA,0.96,NA,14.4,NA,19.8,NA,21.1,NA,0.16,NA,0.16,NA,1.46,NA,2.48,NA,95.1,NA,21.7,NA,0.04,NA,0.23,NA,135,NA,88.2,<,2,NA,3.01,NA,83.5,<,2,80,NA,2
12323750,"Silver Bow Creek at Warm Springs, MT",7/13/2021,10:55,MDT,Laboratory Replicate,16,712,8.89,NA,NA,NA,NA,102,NA,17,NA,29.1,NA,6.24,NA,NA,NA,NA,NA,NA,14.4,NA,19,NA,20.8,NA,0.18,NA,0.16,NA,1.39,NA,2.48,NA,94.5,NA,22.5,NA,0.04,NA,0.23,NA,133,NA,88.9,<,2,NA,2.77,NA,NA,NA,NA,NA,NA,NA
12323750,"Silver Bow Creek at Warm Springs, MT",8/17/2021,10:55,MDT,Field Blank,20.5,2,5.36,NA,NA,NA,<,0.02,<,0.01,<,0.4,<,0.3,0.14,<,0.02,<,0.01,<,0.05,<,0.1,<,0.1,<,0.03,<,0.03,<,0.4,<,0.4,<,5,<,5,<,0.02,<,0.06,<,0.4,<,0.4,<,2,<,2,<,4,NA,NA,NA,NA,NA
12323750,"Silver Bow Creek at Warm Springs, MT",8/17/2021,11:00,MDT,Environmental,17.2,840,9.15,NA,NA,NA,NA,119,NA,18,NA,36.6,NA,8.45,27.2,NA,336,NA,1.21,NA,16.1,NA,27.3,NA,29,NA,0.32,NA,0.19,NA,1.22,NA,1.92,NA,72.8,NA,12.2,NA,0.02,NA,0.21,NA,109,NA,59.1,<,2,NA,2.39,NA,68,<,2,NA,NA,NA
12323760,"Warm Springs Creek near Anaconda, MT",10/14/2020,9:40,MDT,Environmental,5,291,8,NA,NA,0.97,NA,39.8,NA,8.38,NA,3.09,NA,1.26,1.67,NA,13.9,NA,0.37,NA,11.1,NA,2.13,NA,2.12,<,0.03,<,0.03,NA,0.79,NA,1.63,NA,92.6,NA,7.04,<,0.02,NA,0.24,NA,5.45,NA,0.8,<,2,NA,4.54,NA,127,<,2,68,NA,5
12323760,"Warm Springs Creek near Anaconda, MT",4/13/2021,8:55,MDT,Environmental,1.6,277,8.15,NA,NA,0.77,NA,40.8,NA,9.11,NA,3.7,NA,1.29,1.56,NA,15.6,NA,0.38,NA,11.4,NA,1.98,NA,1.95,NA,0.03,<,0.03,NA,0.49,NA,1.08,NA,45.5,<,5,<,0.02,NA,0.13,NA,2.66,NA,0.52,<,2,<,2,NA,131,<,2,79,NA,2
12323760,"Warm Springs Creek near Anaconda, MT",5/18/2021,10:00,MDT,Environmental,6.1,173,8.04,NA,NA,2.22,NA,26.3,NA,4.68,NA,1.84,NA,0.87,0.83,NA,10.2,NA,0.28,NA,8.91,NA,1.3,NA,2.52,<,0.03,NA,0.09,NA,1.09,NA,7.16,NA,524,NA,9.25,<,0.02,NA,1.27,NA,32.6,NA,2.31,<,2,NA,15.1,NA,79.3,E,8.55,74,NA,32
12323760,"Warm Springs Creek near Anaconda, MT",6/8/2021,9:00,MDT,Environmental,6.8,154,7.72,NA,NA,1.94,NA,22.5,NA,3.93,NA,1.69,NA,0.74,0.83,NA,7.22,NA,0.27,NA,8.81,NA,1.63,NA,2.04,<,0.03,NA,0.03,NA,0.9,NA,2.28,NA,115,NA,9.18,<,0.02,NA,0.3,NA,7.97,NA,1.2,<,2,NA,4.22,NA,73.4,E,2.07,67,NA,6
12323760,"Warm Springs Creek near Anaconda, MT",7/13/2021,9:00,MDT,Environmental,11,242,8.13,NA,NA,0.97,NA,35.2,NA,6.78,NA,2.92,NA,1.04,1.15,NA,13.2,NA,0.39,NA,10.3,NA,3.3,NA,3.3,NA,0.04,<,0.03,NA,0.79,NA,1.6,NA,62.5,NA,6.01,<,0.02,NA,0.18,NA,4.39,NA,0.82,<,2,NA,3.03,NA,115,<,2,78,NA,3
12323760,"Warm Springs Creek near Anaconda, MT",8/17/2021,9:00,MDT,Environmental,11.1,234,8.15,NA,NA,NA,NA,34.5,NA,7.09,NA,2.8,NA,1.25,1.14,NA,13,NA,0.35,NA,9.49,NA,2.5,NA,2.47,<,0.03,<,0.03,NA,0.73,NA,2.04,NA,76.4,NA,8.18,<,0.02,NA,0.18,NA,5.32,NA,0.65,<,2,NA,2.1,NA,109,NA,NA,NA,NA,NA
12323770,"Warm Springs Creek at Warm Springs, MT",10/14/2020,11:15,MDT,Environmental,5,319,8.1,NA,NA,1.18,NA,44.3,NA,8.99,NA,3.51,NA,1.41,2.14,NA,23.5,NA,0.4,NA,11,NA,4.68,NA,4.87,<,0.03,NA,0.04,NA,1.58,NA,6.38,NA,99.7,NA,10.6,NA,0.03,NA,0.5,NA,28.6,NA,16.6,<,2,NA,3.86,NA,132,<,2,50,NA,6
12323770,"Warm Springs Creek at Warm Springs, MT",3/23/2021,10:30,MDT,Environmental,2.5,320,8.25,NA,NA,0.91,NA,49,NA,10.9,NA,4.25,NA,1.44,2.02,NA,31.6,NA,0.41,NA,11,NA,3.01,NA,3.06,<,0.03,<,0.03,NA,1.03,NA,3.31,NA,61.7,<,5,<,0.02,NA,0.27,NA,58.7,NA,38.9,<,2,NA,2.16,NA,139,<,2,63,NA,3
12323770,"Warm Springs Creek at Warm Springs, MT",4/13/2021,11:05,MDT,Environmental,1.6,311,8.41,NA,NA,0.92,NA,46.9,NA,10.6,NA,3.98,NA,1.33,1.81,NA,28.3,NA,0.4,NA,11.4,NA,2.31,NA,2.62,NA,0.03,<,0.03,NA,0.91,NA,3.48,NA,74.2,<,5,<,0.02,NA,0.32,NA,51.1,NA,31.1,<,2,NA,2.25,NA,136,<,2,75,NA,4
12323770,"Warm Springs Creek at Warm Springs, MT",5/5/2021,10:30,MDT,Environmental,7,283,8.39,NA,NA,1.42,NA,44,NA,8.39,NA,3.47,NA,1.3,1.38,NA,24.4,NA,0.38,NA,10.3,NA,2.46,NA,3.24,NA,0.03,NA,0.04,NA,1.41,NA,7.12,NA,161,<,5,<,0.02,NA,0.78,NA,60.2,NA,22.5,<,2,NA,4.59,NA,127,E,2.65,68,NA,7
12323770,"Warm Springs Creek at Warm Springs, MT",5/18/2021,12:00,MDT,Environmental,9.4,199,8.15,NA,NA,2.17,NA,31.1,NA,5.67,NA,2.18,NA,1.06,0.91,NA,16,NA,0.3,NA,9.67,NA,3.15,NA,9.63,<,0.03,NA,0.24,NA,2.27,NA,65.9,NA,1561,NA,10,NA,0.05,NA,7.7,NA,267,NA,20.3,<,2,NA,39.7,NA,86.3,E,16,62,NA,95
12323770,"Warm Springs Creek at Warm Springs, MT",6/8/2021,10:45,MDT,Environmental,8,173,7.95,NA,NA,1.79,NA,25.4,NA,4.42,NA,1.91,NA,0.88,0.91,NA,11.9,NA,0.3,NA,9.02,NA,2.9,NA,4.59,NA,0.04,NA,0.07,NA,2.38,NA,18.2,NA,324,NA,16.8,NA,0.05,NA,1.77,NA,34.8,NA,9.51,<,2,NA,8.12,NA,78.8,E,3.77,55,NA,20
12323770,"Warm Springs Creek at Warm Springs, MT",7/13/2021,10:30,MDT,Environmental,13,276,8.28,NA,NA,1.06,NA,40.7,NA,7.37,NA,3.25,NA,1.12,1.36,NA,25.1,NA,0.41,NA,10.3,NA,4.24,NA,4.67,<,0.03,NA,0.03,NA,1.7,NA,5.01,NA,73.6,NA,6.39,NA,0.03,NA,0.39,NA,22.1,NA,12.9,<,2,NA,3.1,NA,120,<,2,79,NA,3
12323770,"Warm Springs Creek at Warm Springs, MT",8/17/2021,10:30,MDT,Environmental,14.1,255,8.58,NA,NA,NA,NA,40.4,NA,7.87,NA,3.18,NA,1.39,1.38,NA,21.1,NA,0.37,NA,9.7,NA,3.2,NA,3.52,<,0.03,<,0.03,NA,1.55,NA,3.61,NA,58.9,NA,6.55,<,0.02,NA,0.26,NA,17,NA,7.9,<,2,NA,2.07,NA,114,NA,NA,NA,NA,NA
12323800,"Clark Fork near Galen, MT",10/14/2020,12:45,MDT,Environmental,5.8,474,8.36,NA,NA,NA,NA,58.9,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92,NA,8.06,NA,0.08,NA,0.08,NA,1.8,NA,3.57,NA,95.5,NA,11.2,NA,0.03,NA,0.35,NA,39.9,NA,26.8,<,2,NA,3.85,NA,NA,NA,NA,81,NA,1
12323800,"Clark Fork near Galen, MT",3/23/2021,11:55,MDT,Environmental,4.1,586,8.29,NA,NA,NA,NA,80.4,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,7.78,NA,0.16,NA,0.19,NA,2.62,NA,6.66,NA,134,NA,9.36,NA,0.03,NA,0.61,NA,114,NA,84.2,NA,7.41,NA,14.6,NA,NA,NA,NA,85,NA,4
12323800,"Clark Fork near Galen, MT",4/13/2021,12:45,MDT,Environmental,4,575,8.3,NA,NA,NA,NA,80.2,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,NA,6.69,NA,0.21,NA,0.19,NA,1.36,NA,7.48,NA,246,NA,8.45,NA,0.03,NA,1.26,NA,176,NA,115,NA,3.58,NA,14.7,NA,NA,NA,NA,83,NA,5
12323800,"Clark Fork near Galen, MT",4/13/2021,12:47,MDT,Laboratory Spike,4,575,8.3,NA,NA,NA,NA,124.7,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,NA,8.18,NA,0.42,NA,0.43,NA,5.95,NA,12.1,NA,332,NA,104,NA,0.49,NA,1.71,NA,232,NA,167,NA,17,NA,24.4,NA,NA,NA,NA,NA,NA,NA
12323800,"Clark Fork near Galen, MT",5/5/2021,12:00,MDT,Environmental,10.8,549,8.37,NA,NA,NA,NA,75,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,NA,9.63,NA,0.25,NA,0.18,NA,2.16,NA,8.77,NA,294,NA,27.8,NA,0.11,NA,1.29,NA,209,NA,101,NA,2.73,NA,11.6,NA,NA,NA,NA,79,NA,9
12323800,"Clark Fork near Galen, MT",5/18/2021,13:30,MDT,Environmental,13.2,370,8.4,NA,NA,NA,NA,51.2,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,11.4,NA,0.1,NA,0.23,NA,2.65,NA,35.3,NA,807,NA,10.6,NA,0.06,NA,4.26,NA,221,NA,50.6,<,2,NA,25,NA,NA,NA,NA,84,NA,41
12323800,"Clark Fork near Galen, MT",6/8/2021,12:30,MDT,Environmental,11.2,278,8.4,NA,NA,NA,NA,35.5,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,NA,10.6,NA,0.08,NA,0.11,NA,2.64,NA,14.1,NA,297,NA,16.3,NA,0.08,NA,1.43,NA,68.3,NA,29.1,<,2,NA,8.88,NA,NA,NA,NA,81,NA,12
12323800,"Clark Fork near Galen, MT",7/13/2021,11:55,MDT,Field Blank,NA,2,5.53,NA,NA,NA,<,0.02,<,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.1,<,0.1,<,0.03,<,0.03,<,0.4,<,0.4,<,5,<,5,<,0.02,<,0.06,<,0.4,<,0.4,<,2,<,2,NA,NA,NA,NA,NA,NA,NA
12323800,"Clark Fork near Galen, MT",7/13/2021,12:00,MDT,Environmental,17,487,8.65,NA,NA,NA,NA,65.5,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,11.9,NA,0.1,NA,0.1,NA,2.49,NA,3.91,NA,51.6,NA,21.3,NA,0.08,NA,0.3,NA,43.5,NA,33.2,<,2,NA,2.4,NA,NA,NA,NA,84,NA,1
12323800,"Clark Fork near Galen, MT",8/17/2021,12:15,MDT,Environmental,16.2,493,8.74,NA,NA,NA,NA,70.8,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,13.1,NA,0.17,NA,0.09,NA,2.26,NA,4.15,NA,63.5,NA,14.4,NA,0.05,NA,0.3,NA,51.9,NA,24.4,<,2,NA,2.66,NA,NA,NA,NA,NA,NA,NA
12323840,"Lost Creek near Anaconda, MT",10/14/2020,10:25,MDT,Environmental,5.2,246,7.9,NA,NA,1.65,NA,32.9,NA,6.44,NA,3.15,NA,1.39,1.48,NA,9.48,NA,0.39,NA,12,NA,4.3,NA,4.71,<,0.03,NA,0.05,NA,1.29,NA,7.83,NA,232,NA,15.2,NA,0.04,NA,1.08,NA,10,NA,2.69,<,2,NA,3.99,NA,106,E,2.6,65,NA,9
12323840,"Lost Creek near Anaconda, MT",3/23/2021,9:30,MDT,Environmental,2.7,235,7.85,NA,NA,0.99,NA,35.1,NA,7.32,NA,3.53,NA,1.34,1.49,NA,12.7,NA,0.46,NA,11.9,NA,2.83,NA,2.9,NA,0.03,<,0.03,NA,1.02,NA,3.39,NA,68.5,NA,6.21,<,0.02,NA,0.32,NA,3.75,NA,1.16,<,2,NA,2.01,NA,110,<,2,80,NA,3
12323840,"Lost Creek near Anaconda, MT",4/13/2021,9:50,MDT,Environmental,0.9,228,8.07,NA,NA,1.22,NA,34.8,NA,7.26,NA,3.06,NA,1.38,1.13,NA,11.8,NA,0.44,NA,12.1,NA,2.35,NA,2.53,<,0.03,<,0.03,NA,0.97,NA,3.1,NA,81.7,NA,8.02,<,0.02,NA,0.33,NA,4.52,NA,1.92,<,2,<,2,NA,108,<,2,84,NA,3
12323840,"Lost Creek near Anaconda, MT",4/13/2021,9:55,MDT,Field Replicate,0.9,228,8.07,NA,NA,1.13,NA,34.3,NA,7.3,NA,3.02,NA,1.34,1.13,NA,11.8,NA,0.44,NA,12,NA,2.33,NA,2.74,<,0.03,<,0.03,NA,0.96,NA,3.15,NA,84.5,NA,8.05,<,0.02,NA,0.34,NA,4.49,NA,2.01,<,2,<,2,NA,108,<,2,80,NA,3
12323840,"Lost Creek near Anaconda, MT",4/13/2021,10:00,MDT,Laboratory Replicate,0.9,228,8.07,NA,NA,NA,NA,34.3,NA,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,NA,2.59,NA,0.03,<,0.03,NA,0.94,NA,3.12,NA,84.7,NA,7.83,<,0.02,NA,0.34,NA,4.5,NA,1.91,<,2,<,2,NA,NA,NA,NA,NA,NA,NA
12323840,"Lost Creek near Anaconda, MT",5/5/2021,9:25,MDT,Field Blank,NA,3,5.04,NA,<,0.23,<,0.02,<,0.01,<,0.4,<,0.3,0.06,<,0.02,<,0.01,<,0.05,<,0.1,<,0.1,<,0.03,<,0.03,<,0.4,<,0.4,<,5,<,5,<,0.02,<,0.06,<,0.4,<,0.4,<,2,<,2,<,4,<,2,NA,NA,NA
12323840,"Lost Creek near Anaconda, MT",5/5/2021,9:30,MDT,Environmental,4.8,190,8.1,NA,NA,2.17,NA,28.9,NA,5.5,NA,2.51,NA,1.2,0.89,NA,9.16,NA,0.37,NA,11.1,NA,2.58,NA,2.84,<,0.03,NA,0.03,NA,1.49,NA,4.42,NA,147,NA,12.1,NA,0.02,NA,0.5,NA,6.71,NA,1.78,<,2,NA,2.1,NA,90.9,E,2.11,74,NA,4
12323840,"Lost Creek near Anaconda, MT",5/18/2021,11:15,MDT,Environmental,7.8,151,7.99,NA,NA,3.11,NA,22.4,NA,4.14,NA,2.04,NA,1.08,0.84,NA,6.64,NA,0.3,NA,10.5,NA,2.72,NA,3.95,<,0.03,NA,0.09,NA,1.96,NA,14.5,NA,564,NA,18.1,NA,0.04,NA,2.05,NA,20.7,NA,2.56,<,2,NA,6.89,NA,70.6,E,8.65,72,NA,31
12323840,"Lost Creek near Anaconda, MT",6/8/2021,9:45,MDT,Environmental,6.8,152,7.95,NA,NA,2.29,NA,22.2,NA,3.96,NA,2,NA,1.02,0.89,NA,6.37,NA,0.27,NA,9.87,NA,3.23,NA,4.53,<,0.03,NA,0.05,NA,1.44,NA,8.13,NA,322,NA,13.7,NA,0.03,NA,1.26,NA,11,NA,1.6,<,2,NA,3.92,NA,73.6,E,4.81,57,NA,21
12323840,"Lost Creek near Anaconda, MT",7/13/2021,9:45,MDT,Environmental,10,219,8.17,NA,NA,1.28,NA,32.6,NA,5.62,NA,2.76,NA,1.03,0.8,NA,8.03,NA,0.38,NA,11.6,NA,3.75,NA,3.94,<,0.03,<,0.03,NA,1.26,NA,2.38,NA,72.9,NA,20.7,<,0.02,NA,0.25,NA,4.53,NA,1.85,<,2,<,2,NA,108,<,2,74,NA,4
12323840,"Lost Creek near Anaconda, MT",8/17/2021,9:45,MDT,Environmental,11.1,225,8.81,NA,NA,NA,NA,34.1,NA,6.53,NA,3.01,NA,1.32,0.9,NA,8.46,NA,0.4,NA,12,NA,4.58,NA,4.49,<,0.03,<,0.03,NA,1.27,NA,2.93,NA,77.4,NA,12.8,NA,0.04,NA,0.26,NA,4.61,NA,1.4,<,2,<,2,NA,110,NA,NA,NA,NA,NA
12323850,"Lost Creek near Galen, MT",10/14/2020,12:15,MDT,Environmental,5.4,511,8.18,NA,NA,1.83,NA,71.8,NA,16.2,NA,9.27,NA,2.46,4.9,NA,92.8,NA,0.48,NA,15,NA,9.57,NA,9.13,<,0.03,<,0.03,NA,1.66,NA,3.02,NA,51.6,NA,8.5,NA,0.02,NA,0.2,NA,5.57,NA,3.87,<,2,NA,2.37,NA,169,<,2,64,NA,1
12323850,"Lost Creek near Galen, MT",3/23/2021,11:30,MDT,Environmental,3.5,554,7.97,NA,NA,1.07,NA,83.2,NA,19.3,NA,11.4,NA,1.97,7.36,NA,117,NA,0.47,NA,16.4,NA,7.76,NA,9.09,<,0.03,NA,0.07,NA,0.9,NA,9.52,NA,264,NA,6.68,NA,0.03,NA,1.17,NA,21.4,NA,11,<,2,NA,6.46,NA,174,E,4.78,81,NA,12
